GUID,GEOGDESC,Population,PC_Yes,PC_No,PC_NS,Int_Broadband,Int_Other,Int_No,Int_NS,Households,Prop_PC,Prop_Broadband
2AE19629186C13A3E055000000000001,Cruicetown,402,91,36,3,80,17,29,4,130,70,61.53846154
2AE19629189D13A3E055000000000001,Girley,364,87,44,4,33,51,49,2,135,64.44444444,24.44444444
2AE19629185613A3E055000000000001,Kilmainham,778,153,119,2,148,27,96,3,274,55.83941606,54.01459854
2AE19629186F13A3E055000000000001,Kilskeer,427,93,39,3,93,15,25,2,135,68.88888889,68.88888889
2AE19629187A13A3E055000000000001,Loughan,399,91,43,5,92,14,30,3,139,65.4676259,66.18705036
2AE19629187B13A3E055000000000001,Maperath,472,125,38,6,127,9,27,6,169,73.96449704,75.14792899
2AE19629187C13A3E055000000000001,Martry,708,155,67,5,57,91,76,3,227,68.28193833,25.11013216
2AE19629188513A3E055000000000001,Moybolgue,245,58,23,2,38,17,27,1,83,69.87951807,45.78313253
2AE19629189113A3E055000000000001,Moynalty,635,147,78,4,156,7,62,4,229,64.19213974,68.12227074
2AE19629189413A3E055000000000001,Newcastle,442,109,41,1,105,14,29,3,151,72.18543046,69.53642384
2AE19629189E13A3E055000000000001,Newtown,911,198,88,9,227,13,47,8,295,67.11864407,76.94915254
2AE19629189F13A3E055000000000001,Nobber,763,156,105,14,173,24,67,11,275,56.72727273,62.90909091
2AE1962918AA13A3E055000000000001,Posseckstown,222,48,17,1,36,14,16,0,66,72.72727273,54.54545455
2AE19629182813A3E055000000000001,Staholmog,408,82,51,5,72,19,43,4,138,59.42028986,52.17391304
2AE19629182A13A3E055000000000001,Tailtin,913,227,83,8,180,65,69,4,318,71.3836478,56.60377358
2AE19629183513A3E055000000000001,Trohanny,323,63,48,1,49,16,47,0,112,56.25,43.75
2AE19629182413A3E055000000000001,Ardcath,1949,460,175,31,422,95,119,30,666,69.06906907,63.36336336
2AE19629188213A3E055000000000001,Duleek,5565,1175,547,58,1354,92,288,46,1780,66.01123596,76.06741573
2AE1962918BD13A3E055000000000001,Julianstown,10176,2399,677,112,2556,166,352,114,3188,75.25094103,80.17565872
2AE19629188413A3E055000000000001,Mellifont,541,138,49,4,127,20,40,4,191,72.2513089,66.4921466
2AE19629182613A3E055000000000001,St. Mary's (Part Rural),11864,3074,745,94,3347,138,339,89,3913,78.55865065,85.53539484
2AE19629182913A3E055000000000001,Stamullin,5009,1117,340,36,1152,136,171,34,1493,74.8158071,77.16008038
2AE19629181A13A3E055000000000001,Ardbraccan,2076,477,182,16,410,97,152,16,675,70.66666667,60.74074074
2AE19629182513A3E055000000000001,Ardmulchan,979,243,79,6,207,48,66,7,328,74.08536585,63.1097561
2AE19629183D13A3E055000000000001,Bective,1119,263,92,5,149,115,90,6,360,73.05555556,41.38888889
2AE19629185413A3E055000000000001,Castletown,995,209,102,14,183,49,82,11,325,64.30769231,56.30769231
2AE19629187813A3E055000000000001,Domhnach Phádraig,1800,422,143,10,387,71,109,8,575,73.39130435,67.30434783
2AE19629181113A3E055000000000001,Kentstown,2152,450,186,12,471,65,99,13,648,69.44444444,72.68518519
2AE19629189213A3E055000000000001,Navan Rural,28117,6537,2278,247,7188,494,1186,194,9062,72.13639373,79.32023836
2AE1962918A913A3E055000000000001,Painestown,1185,291,93,8,227,77,82,6,392,74.23469388,57.90816327
2AE1962918B613A3E055000000000001,Rathkenny,635,154,63,4,117,40,60,4,221,69.68325792,52.94117647
2AE19629181C13A3E055000000000001,Slane,1853,452,188,27,483,49,113,22,667,67.76611694,72.4137931
2AE19629182713A3E055000000000001,Stackallan,661,148,48,7,120,32,45,6,203,72.90640394,59.11330049
2AE19629181F13A3E055000000000001,Tara,1227,283,88,8,164,118,87,10,379,74.6701847,43.27176781
2AE19629186113A3E055000000000001,Crossakeel,511,106,59,5,113,12,43,2,170,62.35294118,66.47058824
2AE19629186B13A3E055000000000001,Crosskeys,325,78,41,1,63,23,33,1,120,65,52.5
2AE19629183E13A3E055000000000001,Killallon,301,72,34,0,68,12,26,0,106,67.9245283,64.1509434
2AE19629184B13A3E055000000000001,Killeagh,427,89,59,4,71,29,51,1,152,58.55263158,46.71052632
2AE19629187013A3E055000000000001,Knocklough,212,51,23,2,42,13,20,1,76,67.10526316,55.26315789
2AE19629188613A3E055000000000001,Moylagh,395,91,59,5,59,32,58,6,155,58.70967742,38.06451613
2AE1962918A813A3E055000000000001,Oldcastle,2297,536,289,14,556,59,213,11,839,63.88557807,66.2693683
2AE19629181D13A3E055000000000001,Stonefield,216,52,24,4,47,10,19,4,80,65,58.75
2AE19629182F13A3E055000000000001,Ardnamullan,864,161,118,10,152,39,90,8,289,55.70934256,52.59515571
2AE19629183013A3E055000000000001,Baile Átha Buí,2588,640,274,27,710,44,159,28,941,68.01275239,75.45164718
2AE19629183A13A3E055000000000001,Ballyboggan,528,102,47,7,58,43,49,6,156,65.38461538,37.17948718
2AE19629183B13A3E055000000000001,Ballyconnell,743,174,70,7,115,63,66,7,251,69.32270916,45.81673307
2AE19629184A13A3E055000000000001,Castlejordan,427,81,53,5,61,26,47,5,139,58.27338129,43.88489209
2AE19629185313A3E055000000000001,Castlerickard,2122,448,205,12,267,216,166,16,665,67.36842105,40.15037594
2AE19629185F13A3E055000000000001,Cloghbrack,502,104,53,4,89,26,42,4,161,64.59627329,55.27950311
2AE19629186013A3E055000000000001,Clonmacduff,480,98,43,5,52,47,43,4,146,67.12328767,35.61643836
2AE19629189013A3E055000000000001,Gallow,961,241,67,8,199,52,57,8,316,76.26582278,62.97468354
2AE19629189C13A3E055000000000001,Galtrim,736,158,75,6,94,54,87,4,239,66.10878661,39.33054393
2AE1962918A713A3E055000000000001,Grennanstown,1259,284,98,14,298,23,61,14,396,71.71717172,75.25252525
2AE1962918B213A3E055000000000001,Hill of Down,550,119,48,3,82,39,46,3,170,70,48.23529412
2AE1962918B313A3E055000000000001,Innfield,4343,1058,277,30,1079,118,146,22,1365,77.50915751,79.04761905
2AE19629181313A3E055000000000001,Cill Bhríde,468,114,43,2,95,23,40,1,159,71.69811321,59.74842767
2AE19629183213A3E055000000000001,Kilcooly,359,85,30,5,53,30,32,5,120,70.83333333,44.16666667
2AE19629183313A3E055000000000001,Kildalky,1299,306,103,11,340,12,63,5,420,72.85714286,80.95238095
2AE19629183413A3E055000000000001,Killaconnigan,2234,485,222,26,571,31,118,13,733,66.16643929,77.89904502
2AE19629185513A3E055000000000001,Killyon,532,121,57,1,113,18,46,2,179,67.59776536,63.12849162
2AE19629187113A3E055000000000001,Laracor,631,137,47,6,103,40,42,5,190,72.10526316,54.21052632
2AE1962918B413A3E055000000000001,Rahinstown,496,114,43,4,99,25,33,4,161,70.80745342,61.49068323
2AE1962918C113A3E055000000000001,Rathmolyon,1407,306,150,7,267,71,117,8,463,66.09071274,57.66738661
2AE1962918C013A3E055000000000001,An Ráth Mhór,1024,231,86,2,192,54,69,4,319,72.4137931,60.18808777
2AE19629181E13A3E055000000000001,Summerhill,1334,306,150,9,315,37,102,11,465,65.80645161,67.74193548
2AE19629182B13A3E055000000000001,Trim Rural,8793,2078,682,59,2261,130,382,46,2819,73.71408301,80.20574672
2AE196291A4013A3E055000000000001,Birr Urban,4415,984,652,57,1056,121,469,47,1693,58.1216775,62.37448317
2AE196291A8513A3E055000000000001,Tullamore Urban,11437,2567,1479,207,2740,363,956,194,4253,60.35739478,64.42511169
2AE196291AE913A3E055000000000001,Ballycumber,741,158,88,5,156,33,58,4,251,62.94820717,62.15139442
2AE196291AF513A3E055000000000001,Banagher,2106,458,272,30,448,85,202,25,760,60.26315789,58.94736842
2AE196291A3F13A3E055000000000001,Birr Rural,1227,279,162,13,244,67,133,10,454,61.45374449,53.74449339
2AE196291A4213A3E055000000000001,Broughal,117,26,17,1,19,10,14,1,44,59.09090909,43.18181818
2AE196291A5113A3E055000000000001,Cloghan,980,212,141,16,125,116,114,14,369,57.45257453,33.87533875
2AE196291A5D13A3E055000000000001,Clonmacnoise,341,71,42,4,49,23,41,4,117,60.68376068,41.88034188
2AE196291A7313A3E055000000000001,Derrinboy,305,67,28,3,48,15,32,3,98,68.36734694,48.97959184
2AE196291A7413A3E055000000000001,Derryad,252,50,33,7,50,4,30,6,90,55.55555556,55.55555556
2AE196291A7613A3E055000000000001,Doon,465,101,50,5,90,29,32,5,156,64.74358974,57.69230769
2AE196291A8113A3E055000000000001,Dromoyle,337,74,35,1,33,39,37,1,110,67.27272727,30
2AE196291A8213A3E055000000000001,Drumcullen,397,90,43,3,67,30,36,3,136,66.17647059,49.26470588
2AE196291A9113A3E055000000000001,Eglish,147,35,17,4,26,9,17,4,56,62.5,46.42857143
2AE196291A9B13A3E055000000000001,Ferbane,1223,297,162,5,295,33,131,5,464,64.00862069,63.57758621
2AE196291AA413A3E055000000000001,Gallen,543,100,83,5,91,34,57,6,188,53.19148936,48.40425532
2AE196291AB013A3E055000000000001,Hinds,307,82,28,4,71,15,24,4,114,71.92982456,62.28070175
2AE196291AB113A3E055000000000001,Huntston,357,72,49,6,37,33,53,4,127,56.69291339,29.13385827
2AE196291ABA13A3E055000000000001,Kilcolman,377,89,46,5,53,40,42,5,140,63.57142857,37.85714286
2AE196291ABB13A3E055000000000001,Kilcormac,1385,288,191,26,308,32,144,21,505,57.02970297,60.99009901
2AE196291AD213A3E055000000000001,Killyon,258,56,29,3,42,20,24,2,88,63.63636364,47.72727273
2AE196291AD313A3E055000000000001,Kinnitty,544,109,79,5,81,37,71,4,193,56.47668394,41.96891192
2AE196291AD413A3E055000000000001,Knockbarron,199,36,28,2,21,20,24,1,66,54.54545455,31.81818182
2AE196291ADF13A3E055000000000001,Lea,342,61,54,4,34,30,50,5,119,51.2605042,28.57142857
2AE196291AE013A3E055000000000001,Letter,158,33,18,1,18,15,18,1,52,63.46153846,34.61538462
2AE196291AE113A3E055000000000001,Lumcloon,349,79,51,2,32,43,54,3,132,59.84848485,24.24242424
2AE196291AEC13A3E055000000000001,Lusmagh,538,130,59,2,102,38,49,2,191,68.06282723,53.40314136
2AE196291AF813A3E055000000000001,Mounterin,249,57,23,2,43,19,18,2,82,69.51219512,52.43902439
2AE196291AFA13A3E055000000000001,Moyclare,635,153,66,6,124,33,64,4,225,68,55.11111111
2AE196291A6013A3E055000000000001,Seirkieran,466,108,41,3,82,36,31,3,152,71.05263158,53.94736842
2AE196291A6113A3E055000000000001,Shannonbridge,267,64,43,3,26,40,42,2,110,58.18181818,23.63636364
2AE196291A6213A3E055000000000001,Shannonharbour,324,70,39,3,47,27,34,4,112,62.5,41.96428571
2AE196291A6D13A3E055000000000001,Srah,704,122,116,6,88,50,101,5,244,50,36.06557377
2AE196291ADD13A3E055000000000001,Ballyburly,1364,300,157,9,342,25,91,8,466,64.3776824,73.39055794
2AE196291AEA13A3E055000000000001,Ballymacwilliam,636,131,68,4,117,30,50,6,203,64.5320197,57.63546798
2AE196291A4113A3E055000000000001,Bracknagh,1050,219,116,10,161,78,97,9,345,63.47826087,46.66666667
2AE196291A5C13A3E055000000000001,Clonbulloge,772,155,90,8,85,88,71,9,253,61.26482213,33.59683794
2AE196291A5E13A3E055000000000001,Clonmore,433,96,56,4,43,47,60,6,156,61.53846154,27.56410256
2AE196291A6813A3E055000000000001,Croghan,547,105,59,2,77,35,51,3,166,63.25301205,46.38554217
2AE196291A8F13A3E055000000000001,Edenderry Rural,816,198,70,4,186,27,53,6,272,72.79411765,68.38235294
2AE196291A9013A3E055000000000001,Edenderry Urban,7001,1463,879,52,1670,159,521,44,2394,61.11111111,69.75772765
3576C59993334152E0530100007F0280,Esker / Ballaghassaan,474,98,50,8,75,30,48,3,156,62.82051282,48.07692308
2AE196291ADE13A3E055000000000001,Knockdrin,204,35,23,1,31,9,18,1,59,59.3220339,52.54237288
2AE196291AED13A3E055000000000001,Monasteroris,806,209,62,3,192,33,48,1,274,76.27737226,70.0729927
2AE196291ADA13A3E055000000000001,Aghancon,378,82,51,3,56,33,44,3,136,60.29411765,41.17647059
2AE196291ADC13A3E055000000000001,Ballincor,156,38,19,1,36,7,13,2,58,65.51724138,62.06896552
2AE196291AF613A3E055000000000001,Barna,165,38,21,0,34,8,16,1,59,64.40677966,57.62711864
2AE196291A4E13A3E055000000000001,Cangort,202,42,20,1,43,4,16,0,63,66.66666667,68.25396825
2AE196291A6913A3E055000000000001,Cullenwaine,680,160,85,6,140,43,60,8,251,63.74501992,55.77689243
2AE196291A8313A3E055000000000001,Dunkerrin,357,81,39,2,65,18,37,2,122,66.39344262,53.27868852
2AE196291A9A13A3E055000000000001,Ettagh,523,110,51,6,83,35,44,5,167,65.86826347,49.7005988
2AE196291AA613A3E055000000000001,Gorteen,282,64,31,2,47,23,27,0,97,65.97938144,48.45360825
2AE196291AF913A3E055000000000001,Mountheaton,693,114,55,2,104,23,43,1,171,66.66666667,60.81871345
2AE196291A5313A3E055000000000001,Roscomroe,153,26,22,2,16,17,16,1,50,52,32
2AE196291A6B13A3E055000000000001,Shinrone,965,202,139,16,224,22,101,10,357,56.58263305,62.74509804
2AE196291A7713A3E055000000000001,Templeharry,229,51,32,1,45,14,22,3,84,60.71428571,53.57142857
2AE196291A7A13A3E055000000000001,Tulla,109,22,13,1,8,16,10,2,36,61.11111111,22.22222222
2AE196291AE813A3E055000000000001,Ballycommon,599,132,63,1,81,57,55,3,196,67.34693878,41.32653061
2AE196291AEB13A3E055000000000001,Ballyshear,396,84,42,2,75,22,29,2,128,65.625,58.59375
2AE196291AF713A3E055000000000001,Bawn,369,68,38,4,66,9,31,4,110,61.81818182,60
2AE196291A4F13A3E055000000000001,Cappancur,1531,353,171,8,341,50,131,10,532,66.35338346,64.09774436
2AE196291A5013A3E055000000000001,Clara,3956,800,575,38,890,122,365,36,1413,56.61712668,62.98655343
2AE196291A5F13A3E055000000000001,Clonygowan,567,136,45,6,96,44,43,4,187,72.72727273,51.3368984
2AE196291A6A13A3E055000000000001,Daingean,1486,321,188,15,377,24,115,8,524,61.25954198,71.94656489
2AE196291A7513A3E055000000000001,Derrycooley,261,54,32,0,41,14,29,2,86,62.79069767,47.6744186
2AE196291A8E13A3E055000000000001,Durrow,759,181,56,5,146,42,49,5,242,74.79338843,60.33057851
2AE196291AA513A3E055000000000001,Geashill,1607,359,168,10,382,34,110,11,537,66.85288641,71.13594041
2AE196291AAE13A3E055000000000001,Gorteen,356,79,29,4,71,15,24,2,112,70.53571429,63.39285714
2AE196291AAF13A3E055000000000001,Hammerlane,555,134,41,7,114,29,29,10,182,73.62637363,62.63736264
2AE196291AB913A3E055000000000001,Kilclonfert,368,76,39,3,59,21,35,3,118,64.40677966,50
2AE196291AC613A3E055000000000001,Kilcumreragh,532,125,53,1,112,24,39,4,179,69.83240223,62.5698324
2AE196291AC713A3E055000000000001,Killeigh,1231,272,129,19,251,54,96,19,420,64.76190476,59.76190476
2AE196291AC813A3E055000000000001,Killooly,270,59,27,2,49,17,21,1,88,67.04545455,55.68181818
2AE196291AD113A3E055000000000001,Killoughy,711,150,87,7,129,37,72,6,244,61.47540984,52.86885246
2AE196291AEE13A3E055000000000001,Mountbriscoe,244,50,21,1,41,12,17,2,72,69.44444444,56.94444444
2AE196291AFB13A3E055000000000001,O'Dempsey,166,33,17,0,30,8,12,0,50,66,60
2AE196291A4313A3E055000000000001,Portarlington North,2404,517,307,12,599,48,178,11,836,61.84210526,71.6507177
2AE196291A4413A3E055000000000001,Rahan,714,162,67,5,145,27,58,4,234,69.23076923,61.96581197
2AE196291A4513A3E055000000000001,Raheenakeeran,399,84,56,7,55,39,49,4,147,57.14285714,37.41496599
2AE196291A4613A3E055000000000001,Rathfeston,432,98,44,1,78,26,34,5,143,68.53146853,54.54545455
2AE196291A5213A3E055000000000001,Rathrobin,404,84,47,2,86,11,30,6,133,63.15789474,64.66165414
2AE196291A5413A3E055000000000001,Screggan,1457,327,129,4,336,45,74,5,460,71.08695652,73.04347826
2AE196291A6C13A3E055000000000001,Silverbrook,772,174,59,5,156,30,44,8,238,73.1092437,65.54621849
2AE196291A7813A3E055000000000001,Tinamuck,277,62,24,6,55,15,15,7,92,67.39130435,59.7826087
2AE196291A7913A3E055000000000001,Tinnycross,433,106,34,1,101,15,24,1,141,75.17730496,71.63120567
2AE196291A8413A3E055000000000001,Tullamore Rural,3218,762,254,38,824,65,141,24,1054,72.29601518,78.17836812
2AE196291BCB13A3E055000000000001,Athlone East Urban,4382,1062,608,113,1160,120,403,100,1783,59.56253505,65.05888951
2AE196291BCD13A3E055000000000001,Athlone West Urban,3260,786,549,68,866,106,376,55,1403,56.02280827,61.72487527
2AE196291BCC13A3E055000000000001,Athlone East Rural,7560,1751,780,109,1922,173,434,111,2640,66.32575758,72.8030303
2AE196291BCE13A3E055000000000001,Auburn,724,189,57,3,176,27,43,3,249,75.90361446,70.68273092
2AE196291AFF13A3E055000000000001,Ballybroder,249,51,22,0,25,29,19,0,73,69.8630137,34.24657534
2AE196291B2613A3E055000000000001,Bellanalack,579,151,45,2,136,21,39,2,198,76.26262626,68.68686869
2AE196291B3313A3E055000000000001,Carn,774,182,74,3,99,86,70,4,259,70.27027027,38.22393822
2AE196291B4113A3E055000000000001,Castledaly,715,139,89,9,121,39,68,9,237,58.64978903,51.05485232
2AE196291BB213A3E055000000000001,Glassan,846,207,71,6,216,14,48,6,284,72.88732394,76.05633803
2AE196291B0B13A3E055000000000001,Kilcumreragh,362,79,43,4,33,44,45,4,126,62.6984127,26.19047619
2AE196291B0D13A3E055000000000001,Killinure,416,85,28,8,81,9,22,9,121,70.24793388,66.94214876
2AE196291B2913A3E055000000000001,Moate,3088,752,379,54,811,87,243,44,1185,63.45991561,68.43881857
2AE196291B2A13A3E055000000000001,Mount Temple,651,141,66,4,103,58,46,4,211,66.82464455,48.81516588
2AE196291B3513A3E055000000000001,Moydrum,2922,755,206,25,778,61,125,22,986,76.57200811,78.90466531
2AE196291B3613A3E055000000000001,Muckanagh,170,39,18,1,33,8,15,2,58,67.24137931,56.89655172
2AE196291B8913A3E055000000000001,Tubbrit,689,158,68,4,134,33,59,4,230,68.69565217,58.26086957
2AE196291B9B13A3E055000000000001,Umma,272,60,35,1,39,26,27,4,96,62.5,40.625
2AE196291BCA13A3E055000000000001,Ardnagragh,412,92,33,5,55,41,31,3,130,70.76923077,42.30769231
2AE196291B0213A3E055000000000001,Ballymore,734,166,86,11,89,81,87,6,263,63.11787072,33.84030418
2AE196291B7413A3E055000000000001,Doonis,234,55,28,4,59,2,24,2,87,63.2183908,67.81609195
2AE196291B8313A3E055000000000001,Drumraney,273,60,24,3,38,22,24,3,87,68.96551724,43.67816092
2AE196291B4613A3E055000000000001,Noughaval,398,87,38,3,75,17,33,3,128,67.96875,58.59375
2AE196291B4F13A3E055000000000001,Piercetown,111,29,9,1,18,12,8,1,39,74.35897436,46.15384615
2AE196291B8813A3E055000000000001,Templepatrick,185,41,29,1,38,12,19,2,71,57.74647887,53.52112676
2AE196291B9C13A3E055000000000001,Winetown,132,30,11,4,17,13,14,1,45,66.66666667,37.77777778
2AE196291B3113A3E055000000000001,Boherquill,152,33,19,2,36,3,12,3,54,61.11111111,66.66666667
2AE196291B6613A3E055000000000001,Coole,239,64,20,3,55,10,20,2,87,73.56321839,63.2183908
2AE196291B6713A3E055000000000001,Coolure,301,81,33,3,76,16,22,3,117,69.23076923,64.95726496
2AE196291B9813A3E055000000000001,Finnea,265,44,51,3,22,28,48,0,98,44.89795918,22.44897959
2AE196291BC313A3E055000000000001,Glore,182,43,20,3,38,4,23,1,66,65.15151515,57.57575758
2AE196291B1113A3E055000000000001,Knockarrow,109,20,22,3,6,12,25,2,45,44.44444444,13.33333333
2AE196291B5C13A3E055000000000001,Rathowen,363,77,59,3,82,8,46,3,139,55.39568345,58.99280576
2AE196291B7713A3E055000000000001,Street,269,58,42,4,62,8,30,4,104,55.76923077,59.61538462
2AE196291BDB13A3E055000000000001,Ballinlough,163,41,16,0,32,9,16,0,57,71.92982456,56.14035088
2AE196291B0013A3E055000000000001,Ballyhealy,293,64,33,4,64,9,26,2,101,63.36633663,63.36633663
2AE196291B2513A3E055000000000001,Ballynaskeagh,282,63,32,0,51,16,26,2,95,66.31578947,53.68421053
2AE196291B3213A3E055000000000001,Bracklin,259,62,24,3,62,8,16,3,89,69.66292135,69.66292135
2AE196291B5813A3E055000000000001,Clonarney,504,100,56,5,93,19,44,5,161,62.11180124,57.76397516
2AE196291B6513A3E055000000000001,Collinstown,501,109,78,4,109,23,54,5,191,57.06806283,57.06806283
2AE196291B7113A3E055000000000001,Copperalley,278,70,29,2,60,15,24,2,101,69.30693069,59.40594059
2AE196291B7213A3E055000000000001,Delvin,1072,243,123,12,275,16,77,10,378,64.28571429,72.75132275
2AE196291B9713A3E055000000000001,Faughalstown,237,58,23,2,53,9,18,3,83,69.87951807,63.85542169
2AE196291B9913A3E055000000000001,Fore East,392,97,39,2,93,10,32,3,138,70.28985507,67.39130435
2AE196291BB013A3E055000000000001,Fore West,386,83,50,2,79,13,40,3,135,61.48148148,58.51851852
2AE196291BD113A3E055000000000001,Hilltown,268,59,38,5,39,15,42,6,102,57.84313725,38.23529412
2AE196291B0513A3E055000000000001,Kilcumny,202,46,32,4,24,22,34,2,82,56.09756098,29.26829268
2AE196291B1813A3E055000000000001,Killua,1046,243,112,6,239,39,78,5,361,67.31301939,66.20498615
2AE196291B1A13A3E055000000000001,Killulagh,469,107,48,1,81,31,40,4,156,68.58974359,51.92307692
2AE196291B0E13A3E055000000000001,Kilpatrick,212,54,20,0,38,17,19,0,74,72.97297297,51.35135135
2AE196291B1013A3E055000000000001,Kinturk,1344,299,207,14,318,44,145,13,520,57.5,61.15384615
2AE196291B5D13A3E055000000000001,Riverdale,461,98,47,1,87,24,33,2,146,67.12328767,59.5890411
2AE196291B6813A3E055000000000001,Rosmead,312,73,31,0,65,15,24,0,104,70.19230769,62.5
2AE196291BC113A3E055000000000001,Ardnaglew,276,63,24,0,50,19,17,1,87,72.4137931,57.47126437
3576C599940F4152E0530100007F0280,Ballinalack / Lackan,599,123,44,5,98,33,36,5,172,71.51162791,56.97674419
2AE196291B0113A3E055000000000001,Ballykilmore,732,161,96,2,165,26,66,2,259,62.16216216,63.70656371
2AE196291BDC13A3E055000000000001,Ballymorin,326,73,32,1,60,20,25,1,106,68.86792453,56.60377358
2AE196291B2413A3E055000000000001,Ballynagore,511,124,64,1,102,30,55,2,189,65.60846561,53.96825397
2AE196291B2713A3E055000000000001,Belvidere,707,192,49,9,181,22,42,5,250,76.8,72.4
2AE196291B3413A3E055000000000001,Carrick,332,81,31,2,41,36,35,2,114,71.05263158,35.96491228
2AE196291B4013A3E055000000000001,Castle,876,244,72,7,236,34,49,4,323,75.54179567,73.06501548
2AE196291B4213A3E055000000000001,Castlelost,1692,359,205,12,425,20,126,5,576,62.32638889,73.78472222
2AE196291B4C13A3E055000000000001,Castletown,737,173,74,6,168,24,56,5,253,68.37944664,66.40316206
2AE196291B4D13A3E055000000000001,Churchtown,341,74,27,2,47,23,32,1,103,71.84466019,45.63106796
2AE196291B5713A3E055000000000001,Cloghan,359,75,38,1,35,43,32,4,114,65.78947368,30.70175439
2AE196291B5913A3E055000000000001,Clonfad,638,141,69,4,144,6,61,3,214,65.88785047,67.28971963
2AE196291B6413A3E055000000000001,Clonlost,448,97,58,3,60,42,54,2,158,61.39240506,37.97468354
2AE196291B7313A3E055000000000001,Derrymore,272,71,25,0,56,16,23,1,96,73.95833333,58.33333333
2AE196291B8413A3E055000000000001,Dysart,239,53,28,2,51,6,24,2,83,63.85542169,61.44578313
2AE196291B8513A3E055000000000001,Emper,210,43,31,0,20,21,29,4,74,58.10810811,27.02702703
2AE196291B8613A3E055000000000001,Enniscoffey,446,96,45,2,83,24,33,3,143,67.13286713,58.04195804
2AE196291BB113A3E055000000000001,Gaybrook,439,101,26,3,98,10,18,4,130,77.69230769,75.38461538
2AE196291BC213A3E055000000000001,Glenlough,171,48,20,1,37,9,22,1,69,69.56521739,53.62318841
2AE196291BC413A3E055000000000001,Greenpark,256,52,37,1,35,23,31,1,90,57.77777778,38.88888889
2AE196291BCF13A3E055000000000001,Griffinstown,574,139,34,4,98,42,34,3,177,78.53107345,55.36723164
2AE196291BD013A3E055000000000001,Heathstown,703,166,67,2,83,79,71,2,235,70.63829787,35.31914894
2AE196291BDD13A3E055000000000001,Hopestown,560,132,39,6,122,23,28,4,177,74.57627119,68.92655367
2AE196291BDE13A3E055000000000001,Huntingdon,432,100,38,3,89,23,25,4,141,70.92198582,63.12056738
2AE196291BDF13A3E055000000000001,Jamestown,127,26,22,2,15,14,19,2,50,52,30
2AE196291B0313A3E055000000000001,Kilbeggan,1604,389,204,18,400,48,146,17,611,63.66612111,65.46644845
2AE196291B0413A3E055000000000001,Kilbixy,603,102,111,6,61,54,99,5,219,46.57534247,27.85388128
2AE196291B0C13A3E055000000000001,Killare,361,79,34,6,51,29,32,7,119,66.38655462,42.85714286
2AE196291B1913A3E055000000000001,Killucan,1826,415,175,17,435,52,108,12,607,68.36902801,71.66392092
2AE196291B0F13A3E055000000000001,Kinnegad,2915,637,291,32,719,68,142,31,960,66.35416667,74.89583333
2AE196291B1B13A3E055000000000001,Knockdrin,588,149,40,3,130,26,29,7,192,77.60416667,67.70833333
2AE196291B1D13A3E055000000000001,Lauree,205,53,20,0,43,13,17,0,73,72.60273973,58.90410959
2AE196291B2813A3E055000000000001,Middleton,362,79,41,4,63,20,37,4,124,63.70967742,50.80645161
2AE196291BD213A3E055000000000001,Milltown,299,58,32,2,46,20,22,4,92,63.04347826,50
2AE196291B3713A3E055000000000001,Mullingar Rural,10783,2651,859,95,2895,231,395,84,3605,73.53675451,80.30513176
2AE196291B9E13A3E055000000000001,Mullingar North Urban,5610,1184,904,90,1336,175,598,69,2178,54.36179982,61.34067952
2AE196291B4313A3E055000000000001,Mullingar South Urban,4422,1233,594,42,1308,148,371,42,1869,65.97110754,69.98394864
2AE196291B4413A3E055000000000001,Multyfarnham,629,143,54,7,153,7,40,4,204,70.09803922,75
2AE196291B4513A3E055000000000001,Newtown,229,59,16,2,60,5,10,2,77,76.62337662,77.92207792
2AE196291B4E13A3E055000000000001,Owel,440,120,41,2,99,23,39,2,163,73.6196319,60.73619632
2AE196291B5013A3E055000000000001,Portloman,318,85,27,1,51,35,25,2,113,75.22123894,45.13274336
2AE196291B5113A3E055000000000001,Raharney,506,108,65,1,96,33,44,1,174,62.06896552,55.17241379
2AE196291B5A13A3E055000000000001,Rahugh,273,61,40,0,52,18,31,0,101,60.3960396,51.48514851
2AE196291B5B13A3E055000000000001,Rathconrath,351,80,43,2,47,32,41,5,125,64,37.6
2AE196291B6913A3E055000000000001,Russellstown,495,109,45,2,71,43,38,4,156,69.87179487,45.51282051
2AE196291B6A13A3E055000000000001,Skeagh,243,58,29,2,50,14,23,2,89,65.16853933,56.17977528
2AE196291B6B13A3E055000000000001,Sonna,322,72,38,1,41,33,35,2,111,64.86486486,36.93693694
2AE196291B7513A3E055000000000001,Stonehall,213,53,15,3,54,6,8,3,71,74.64788732,76.05633803
2AE196291B7613A3E055000000000001,Streamstown,378,77,51,5,51,30,48,4,133,57.89473684,38.34586466
2AE196291B8713A3E055000000000001,Taghmon,392,95,42,1,84,17,36,1,138,68.84057971,60.86956522
2AE196291B9A13A3E055000000000001,Tullaghan,417,101,30,0,95,9,27,0,131,77.09923664,72.51908397
2AE196291B9D13A3E055000000000001,Woodland,284,70,19,5,63,17,12,2,94,74.46808511,67.0212766
2AE196291EB813A3E055000000000001,Enniscorthy Urban,2666,468,596,31,520,79,470,26,1095,42.73972603,47.48858447
2AE196291EAC13A3E055000000000001,New Ross Urban,3768,870,727,50,928,124,544,51,1647,52.82331512,56.34486946
